exercise_id,exercise_name_de,equipment_id,equipment_name_de,is_primary_equipment,requirement_order,default_available,selection_group
EX000420,Seitliche Pogo Jumps,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000420,Seitliche Pogo Jumps,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000421,Seitlicher Box Jump,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000421,Seitlicher Box Jump,BOX,Plyo-Box,True,2,False,Functional Training
EX000422,Shot-Put-Wurf mit Medizinball,MED_BALL,Medizinball,True,1,False,Functional Training
EX000422,Shot-Put-Wurf mit Medizinball,WALL,Wand,False,2,True,Kein Equipment
EX000423,Skater Jump,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000423,Skater Jump,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000424,Skater Jump mit Landepause,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000424,Skater Jump mit Landepause,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000425,Split Squat Jump,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000425,Split Squat Jump,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000426,Sprungausfallschritt,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000426,Sprungausfallschritt,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000427,Squat Jump,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000427,Squat Jump,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000428,Squat Jump mit Pause unten,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000428,Squat Jump mit Pause unten,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000429,Star Jump,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000429,Star Jump,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000430,Tuck Jump,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000430,Tuck Jump,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000431,Weitsprung aus dem Stand,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000431,Weitsprung aus dem Stand,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000432,Explosiver Liegestütz,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000432,Explosiver Liegestütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000433,Klatsch-Liegestütz,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000433,Klatsch-Liegestütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000434,Wechselnder Medizinball-Liegestütz,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000434,Wechselnder Medizinball-Liegestütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000434,Wechselnder Medizinball-Liegestütz,MED_BALL,Medizinball,True,3,False,Functional Training
EX000435,Alternierender Kettlebell Swing,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000436,American Kettlebell Swing,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000437,Doppel-Kettlebell Clean,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000438,Doppel-Kettlebell Clean and Press,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000439,Doppel-Kettlebell Jerk,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000440,Doppel-Kettlebell Long Cycle,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000441,Doppel-Kettlebell Push Press,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000442,Doppel-Kettlebell Snatch,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000443,Doppel-Kettlebell Swing,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000444,Doppel-Kettlebell Thruster,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000445,Halber Turkish Get-up bis zum Ellenbogen,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000445,Halber Turkish Get-up bis zum Ellenbogen,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000446,Halber Turkish Get-up bis zum hohen Sitz,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000446,Halber Turkish Get-up bis zum hohen Sitz,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000447,Kettlebell Bent Press,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000448,Kettlebell Clean and Jerk,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000449,Kettlebell Clean and Press,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000450,Kettlebell Clean and Push Press,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000451,Kettlebell Clean aus dem Hang,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000452,"Kettlebell Clean, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000453,Kettlebell Dead-Stop Swing,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000454,Kettlebell Half Snatch,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000455,"Kettlebell High Pull, beidhändig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000456,"Kettlebell High Pull, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000457,"Kettlebell Jerk, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000458,"Kettlebell Push Press, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000459,"Kettlebell Snatch, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000460,"Kettlebell Swing, beidhändig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000461,"Kettlebell Swing, einhändig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000462,"Kettlebell Thruster, einarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000463,Kettlebell Windmill,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000464,Turkish Get-up,KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000464,Turkish Get-up,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000465,Devil Press mit Kurzhanteln,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000465,Devil Press mit Kurzhanteln,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000466,Doppel-Kurzhantel-Snatch,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000467,"Kurzhantel-Clean and Press, beidarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000468,"Kurzhantel-Clean and Press, einarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000469,Kurzhantel-Hang-Snatch,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000470,"Kurzhantel-Power-Clean, beidarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000471,"Kurzhantel-Power-Clean, einarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000472,"Kurzhantel-Push-Press, beidarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000473,"Kurzhantel-Push-Press, einarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000474,Kurzhantel-Snatch vom Boden,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000475,"Kurzhantel-Thruster, beidarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000476,"Kurzhantel-Thruster, einarmig",DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000477,Man Maker mit Kurzhanteln,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000477,Man Maker mit Kurzhanteln,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000478,Medizinball-Clean,MED_BALL,Medizinball,True,1,False,Functional Training
EX000479,Sandsack vom Boden in den Bear Hug,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000480,Sandsack über die Stange heben,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000480,Sandsack über die Stange heben,BARBELL,Langhantel,False,2,False,Langhantel
EX000480,Sandsack über die Stange heben,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000481,Sandsack-Clean,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000482,Sandsack-Clean and Press,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000483,Sandsack-Clean auf die Schulter,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000484,Sandsack-Shouldering alternierend,SANDBAG,Sandsack (Training),True,1,False,Functional Training
EX000485,Clean and Jerk,BARBELL,Langhantel,True,1,False,Langhantel
EX000485,Clean and Jerk,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000486,Clean and Push Jerk,BARBELL,Langhantel,True,1,False,Langhantel
EX000486,Clean and Push Jerk,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000487,Clean and Split Jerk,BARBELL,Langhantel,True,1,False,Langhantel
EX000487,Clean and Split Jerk,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000488,Clean aus dem Defizit,BARBELL,Langhantel,True,1,False,Langhantel
EX000488,Clean aus dem Defizit,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000488,Clean aus dem Defizit,BOX,Plyo-Box,False,3,False,Functional Training
EX000489,Clean High Pull,BARBELL,Langhantel,True,1,False,Langhantel
EX000489,Clean High Pull,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000490,Clean Pull,BARBELL,Langhantel,True,1,False,Langhantel
EX000490,Clean Pull,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000491,Clean vom Boden,BARBELL,Langhantel,True,1,False,Langhantel
EX000491,Clean vom Boden,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000492,Clean von Blöcken,BARBELL,Langhantel,True,1,False,Langhantel
EX000492,Clean von Blöcken,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000492,Clean von Blöcken,BOX,Plyo-Box,False,3,False,Functional Training
EX000493,"Clean-Komplex: Pull, Clean, Front Squat",BARBELL,Langhantel,True,1,False,Langhantel
EX000493,"Clean-Komplex: Pull, Clean, Front Squat",PLATES,Hantelscheiben,False,2,False,Langhantel
EX000494,Drop Snatch,BARBELL,Langhantel,True,1,False,Langhantel
EX000494,Drop Snatch,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000494,Drop Snatch,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000495,Hang Clean,BARBELL,Langhantel,True,1,False,Langhantel
EX000495,Hang Clean,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000496,Hang Power Clean,BARBELL,Langhantel,True,1,False,Langhantel
EX000496,Hang Power Clean,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000497,Hang Power Snatch,BARBELL,Langhantel,True,1,False,Langhantel
EX000497,Hang Power Snatch,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000498,Hang Snatch,BARBELL,Langhantel,True,1,False,Langhantel
EX000498,Hang Snatch,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000499,Jerk hinter dem Kopf,BARBELL,Langhantel,True,1,False,Langhantel
EX000499,Jerk hinter dem Kopf,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000499,Jerk hinter dem Kopf,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000500,Muscle Clean,BARBELL,Langhantel,True,1,False,Langhantel
EX000500,Muscle Clean,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000501,Muscle Snatch,BARBELL,Langhantel,True,1,False,Langhantel
EX000501,Muscle Snatch,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000502,Power Clean aus dem hohen Hang,BARBELL,Langhantel,True,1,False,Langhantel
EX000502,Power Clean aus dem hohen Hang,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000503,Power Clean aus dem tiefen Hang,BARBELL,Langhantel,True,1,False,Langhantel
EX000503,Power Clean aus dem tiefen Hang,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000504,Power Clean vom Boden,BARBELL,Langhantel,True,1,False,Langhantel
EX000504,Power Clean vom Boden,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000505,Power Clean von Blöcken,BARBELL,Langhantel,True,1,False,Langhantel
EX000505,Power Clean von Blöcken,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000505,Power Clean von Blöcken,BOX,Plyo-Box,False,3,False,Functional Training
EX000506,Power Jerk aus dem Rack,BARBELL,Langhantel,True,1,False,Langhantel
EX000506,Power Jerk aus dem Rack,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000506,Power Jerk aus dem Rack,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000507,Power Snatch vom Boden,BARBELL,Langhantel,True,1,False,Langhantel
EX000507,Power Snatch vom Boden,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000508,Power Snatch von Blöcken,BARBELL,Langhantel,True,1,False,Langhantel
EX000508,Power Snatch von Blöcken,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000508,Power Snatch von Blöcken,BOX,Plyo-Box,False,3,False,Functional Training
EX000509,Push Jerk aus dem Rack,BARBELL,Langhantel,True,1,False,Langhantel
EX000509,Push Jerk aus dem Rack,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000509,Push Jerk aus dem Rack,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000510,Snatch Balance,BARBELL,Langhantel,True,1,False,Langhantel
EX000510,Snatch Balance,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000510,Snatch Balance,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000511,Snatch High Pull,BARBELL,Langhantel,True,1,False,Langhantel
EX000511,Snatch High Pull,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000512,Snatch Pull,BARBELL,Langhantel,True,1,False,Langhantel
EX000512,Snatch Pull,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000513,Snatch vom Boden,BARBELL,Langhantel,True,1,False,Langhantel
EX000513,Snatch vom Boden,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000514,Snatch von Blöcken,BARBELL,Langhantel,True,1,False,Langhantel
EX000514,Snatch von Blöcken,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000514,Snatch von Blöcken,BOX,Plyo-Box,False,3,False,Functional Training
EX000515,"Snatch-Komplex: Pull, Snatch, Overhead Squat",BARBELL,Langhantel,True,1,False,Langhantel
EX000515,"Snatch-Komplex: Pull, Snatch, Overhead Squat",PLATES,Hantelscheiben,False,2,False,Langhantel
EX000516,Split Jerk aus dem Rack,BARBELL,Langhantel,True,1,False,Langhantel
EX000516,Split Jerk aus dem Rack,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000516,Split Jerk aus dem Rack,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000517,Tall Clean,BARBELL,Langhantel,True,1,False,Langhantel
EX000517,Tall Clean,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000518,Tall Snatch,BARBELL,Langhantel,True,1,False,Langhantel
EX000518,Tall Snatch,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000519,"Kettlebell Push Press, beidarmig",KETTLEBELL,Kettlebell(s),True,1,False,Kettlebell
EX000519,"Kettlebell Push Press, beidarmig",FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000520,Push Press mit Langhantel,BARBELL,Langhantel,True,1,False,Langhantel
EX000520,Push Press mit Langhantel,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000520,Push Press mit Langhantel,RACK,Kniebeugenständer/Power Rack,False,3,False,Langhantel mit Rack
EX000521,Hip-Hinge-Drill an der Wand,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000521,Hip-Hinge-Drill an der Wand,WALL,Wand,True,2,True,Kein Equipment
EX000521,Hip-Hinge-Drill an der Wand,FLOOR,Freie Bodenfläche,False,3,True,Kein Equipment
EX000522,"Abduktion an der Maschine, nach vorne gelehnt",HIP_ABD_MACHINE,Abduktoren-Maschine,True,1,False,Kraftmaschinen
EX000523,"Abduktion an der Maschine, sitzend",HIP_ABD_MACHINE,Abduktoren-Maschine,True,1,False,Kraftmaschinen
EX000524,"Adduktion an der Maschine, sitzend",HIP_ADD_MACHINE,Adduktoren-Maschine,True,1,False,Kraftmaschinen
EX000525,Clamshell mit Miniband,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000525,Clamshell mit Miniband,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000525,Clamshell mit Miniband,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000525,Clamshell mit Miniband,MINIBAND,Miniband/Loop-Band,True,4,False,Widerstandsbänder
EX000526,Einbeinige Hüftabduktion am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000527,Einbeinige Hüftadduktion am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000528,Monster Walk mit Miniband,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000528,Monster Walk mit Miniband,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000528,Monster Walk mit Miniband,MINIBAND,Miniband/Loop-Band,True,3,False,Widerstandsbänder
EX000529,Seitlicher Band Walk,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000529,Seitlicher Band Walk,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000529,Seitlicher Band Walk,MINIBAND,Miniband/Loop-Band,True,3,False,Widerstandsbänder
EX000530,Seitliches Adduktorenheben im Liegen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000530,Seitliches Adduktorenheben im Liegen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000530,Seitliches Adduktorenheben im Liegen,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000531,Seitliches Beinheben im Liegen,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000531,Seitliches Beinheben im Liegen,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000531,Seitliches Beinheben im Liegen,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000532,Seitliches Beinheben mit Knöchelgewicht,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000532,Seitliches Beinheben mit Knöchelgewicht,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000532,Seitliches Beinheben mit Knöchelgewicht,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000532,Seitliches Beinheben mit Knöchelgewicht,ANKLE_WEIGHTS,Fuss-/Knöchelgewichte,True,4,False,Kleinzubehör
EX000533,Isometrische Nackenextension gegen die Hand,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000534,Isometrische Nackenflexion gegen die Hand,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000535,Isometrische Nackenrotation gegen die Hand,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000536,Isometrische seitliche Nackenflexion gegen die Hand,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000537,Nackenextension in Bauchlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000537,Nackenextension in Bauchlage,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000538,Nackenextension mit Kopfgeschirr,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,True,1,False,Kleinzubehör
EX000538,Nackenextension mit Kopfgeschirr,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000539,Nackenextension mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000540,Nackenflexion in Rückenlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000540,Nackenflexion in Rückenlage,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000541,Nackenflexion mit Kopfgeschirr,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,True,1,False,Kleinzubehör
EX000541,Nackenflexion mit Kopfgeschirr,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000542,Nackenflexion mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000543,Nackenrotation mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000544,Seitliche Nackenflexion in Seitenlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000544,Seitliche Nackenflexion in Seitenlage,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000545,Seitliche Nackenflexion mit Kopfgeschirr,NECK_HARNESS,Nackentrainer/Nacken-Geschirr,True,1,False,Kleinzubehör
EX000545,Seitliche Nackenflexion mit Kopfgeschirr,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000546,Seitliche Nackenflexion mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000547,"Wrestler Bridge, statisch",BODY,Körpergewicht,True,1,True,Kein Equipment
EX000547,"Wrestler Bridge, statisch",MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000548,Liegestütz Plus,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000548,Liegestütz Plus,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000549,Scapula-Liegestütz,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000549,Scapula-Liegestütz,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000550,T-Raise in Bauchlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000550,T-Raise in Bauchlage,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000550,T-Raise in Bauchlage,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000551,W-Raise in Bauchlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000551,W-Raise in Bauchlage,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000551,W-Raise in Bauchlage,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000552,Y-T-W-Kombination in Bauchlage,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000552,Y-T-W-Kombination in Bauchlage,FLOOR,Freie Bodenfläche,False,2,True,Kein Equipment
EX000552,Y-T-W-Kombination in Bauchlage,MAT,Trainingsmatte,False,3,False,Kleinzubehör
EX000553,Aussenrotation am Kabelzug am Körper,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000554,Aussenrotation am Kabelzug bei 90° Abduktion,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000555,Aussenrotation mit Widerstandsband am Körper,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000556,Aussenrotation mit Widerstandsband bei 90° Abduktion,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000557,Band Pull-Apart,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000558,Band Pull-Apart über Kopf,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000559,Face Pull am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000560,Face Pull mit Aussenrotation am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000561,Face Pull mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000562,Innenrotation am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000563,Innenrotation mit Widerstandsband,BAND,Langes Widerstandsband,True,1,False,Widerstandsbänder
EX000564,Scapular Dip,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000564,Scapular Dip,DIP_BARS,Dip-Barren/Parallelbarren,True,2,False,Dip-Barren
EX000565,Scapular Pull-Up,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000565,Scapular Pull-Up,PULLUP_BAR,Klimmzugstange,True,2,False,Klimmzugstange
EX000566,Seitliche Aussenrotation mit Kurzhantel,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000566,Seitliche Aussenrotation mit Kurzhantel,BENCH,Flachbank,False,2,False,Trainingsbank
EX000567,Serratus Punch am Kabelzug,CABLE,Einfacher Kabelzug,True,1,False,Kabelzug
EX000568,Serratus Punch mit Kurzhantel,DUMBBELL,Kurzhantel(n),True,1,False,Kurzhanteln
EX000568,Serratus Punch mit Kurzhantel,BENCH,Flachbank,False,2,False,Trainingsbank
EX000569,Wall Slide,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000569,Wall Slide,WALL,Wand,True,2,True,Kein Equipment
EX000570,Wall Slide mit Miniband,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000570,Wall Slide mit Miniband,WALL,Wand,False,2,True,Kein Equipment
EX000570,Wall Slide mit Miniband,MINIBAND,Miniband/Loop-Band,True,3,False,Widerstandsbänder
EX000571,45-Grad-Rückenstrecken,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000571,45-Grad-Rückenstrecken,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,2,False,Kraftmaschinen
EX000572,45-Grad-Rückenstrecken mit Hantelscheibe,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,1,False,Kraftmaschinen
EX000572,45-Grad-Rückenstrecken mit Hantelscheibe,PLATES,Hantelscheiben,False,2,False,Langhantel
EX000573,45-Grad-Rückenstrecken mit Kurzhantel,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,1,False,Kraftmaschinen
EX000573,45-Grad-Rückenstrecken mit Kurzhantel,DUMBBELL,Kurzhantel(n),False,2,False,Kurzhanteln
EX000574,45-Grad-Rückenstrecken mit Langhantel,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,1,False,Kraftmaschinen
EX000574,45-Grad-Rückenstrecken mit Langhantel,BARBELL,Langhantel,False,2,False,Langhantel
EX000574,45-Grad-Rückenstrecken mit Langhantel,PLATES,Hantelscheiben,False,3,False,Langhantel
EX000575,45-Grad-Rückenstrecken mit neutralem Rücken,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000575,45-Grad-Rückenstrecken mit neutralem Rücken,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,2,False,Kraftmaschinen
EX000576,45-Grad-Rückenstrecken mit rundem Rücken,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000576,45-Grad-Rückenstrecken mit rundem Rücken,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,2,False,Kraftmaschinen
EX000577,Alternierender Superman,BODY,Körpergewicht,True,1,True,Kein Equipment
EX000577,Alternierender Superman,MAT,Trainingsmatte,False,2,False,Kleinzubehör
EX000578,Einbeinige 45-Grad-Rückenstreckung,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000578,Einbeinige 45-Grad-Rückenstreckung,BACK_EXTENSION_BENCH,45°-/90°-Rückenstreckerbank,True,2,False,Kraftmaschinen
EX000579,Einbeinige Reverse Hyperextension,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000579,Einbeinige Reverse Hyperextension,BENCH,Flachbank,True,2,False,Trainingsbank
EX000580,GHD-Hüftstrecken,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000580,GHD-Hüftstrecken,GHD,Glute-Ham-Developer,True,2,False,Kraftmaschinen
EX000581,GHD-Rückenstrecken,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000581,GHD-Rückenstrecken,GHD,Glute-Ham-Developer,True,2,False,Kraftmaschinen
EX000582,GHD-Sorensen Hold,BODY,Körpergewicht,False,1,True,Kein Equipment
EX000582,GHD-Sorensen Hold,GHD,Glute-Ham-Developer,True,2,False,Kraftmaschinen
